12065,Halfmoon,New York
12068,Fonda,New York
12070,Fort Johnson,New York
12075,Ghent,New York
12076,Gilboa,New York
12078,Bleecker,New York
12078,Gloversville,New York
12082,Grafton,New York
12086,Hagaman,New York
12089,Hoosick,New York
12093,Jefferson,New York
12107,Knox,New York
12108,Lake Pleasant,New York
12116,Maryland,New York
12118,Mechanicville,New York
12120,Medusa,New York
12124,New Baltimore,New York
12125,New Lebanon,New York
12130,Niverville,New York
12134,Northville,Fulton County
12136,Old Chatham,New York
12138,Petersburgh,New York
12139,Arietta,New York
12143,Coeymans,New York
12143,Ravena,New York
12151,Round Lake,New York
12153,Sand Lake,New York
12155,Schenevus,New York
12164,Speculator,New York
12166,Root,New York
12168,Stephentown,New York
12172,Stottville,New York
12175,Summit,New York
12177,Tribes Hill,New York
12180,Brunswick,New York
12180,Clums Corners,New York
12184,Valatie,New York
12185,Valley Falls,New York
12186,Voorheesville,New York
12190,Wells,New York
12196,West Sand Lake,New York
12197,Decatur,New York
12197,Worcester,New York
12198,Wynantskill,New York
1227,Narragansett,Rhode Island
12302,East Glenville,New York
12302,Scotia,New York
1236,Housatonic,Massachusetts
12401,Kingston,New York
12404,Accord,New York
12407,Ashland,Greene County
12419,Cottekill,New York
12420,Cragsmoor,New York
12422,Durham,New York
12423,East Durham,New York
12424,Tannersville,New York
12428,Ellenville,New York
12429,Esopus,New York
12431,Freehold,New York
12432,Glasco,New York
12440,High Falls,New York
12444,Jewett,New York
12449,Lake Katrine,New York
12451,Leeds,New York
12452,Lexington,New York
12453,Malden,New York
12458,Napanoch,New York
12460,Oak Hill,New York
12461,Olive,New York
12463,Palenville,New York
12466,Port Ewen,New York
12468,Prattsville,New York
12471,Rifton,New York
12472,Rosendale,New York
12472,Rosendale Village,New York
12474,Roxbury,New York
12477,West Saugerties,New York
12480,Shandaken,New York
12481,Shokan,New York
12484,Stone Ridge,New York
12486,Tillson,New York
12489,Wawarsing,New York
12491,West Hurley,New York
12496,Windham,New York
12498,Woodstock,New York
12502,Ancram,New York
12504,Red Hook,New York
12508,Beacon,New York
12513,Claverack,New York
12515,Clintondale,New York
12516,Copake,New York
12525,Gardiner,New York
12526,Clermont,New York
12528,Highland,Ulster County
12533,East Fishkill,New York
12533,Hopewell Junction,New York
12534,Greenport,Columbia County
12538,Hyde Park,New York
12540,LaGrange,New York
12541,Livingston,New York
12542,Marlboro,New York
12542,Marlborough,New York
12546,Millerton,New York
12550,Balmville,New York
12553,New Windsor,New York
12566,Pine Bush,New York
12570,Beekman,New York
12584,Vails Gate,New York
12588,Walker Valley,New York
12589,Wallkill,Ulster County
12590,Wappinger,New York
12590,Wappingers Falls,New York
12603,Arlington,New York
12603,Spackenkill,New York
12701,Monticello,New York
12720,Bethel,New York
12726,Cochecton,New York
12733,Fallsburg,New York
12736,Fremont,Sullivan County
12748,Jeffersonville,New York
12751,Kiamesha Lake,New York
12758,Debruce,New York
12764,Narrowsburg,New York
12765,Neversink,New York
12775,Rock Hill,New York
12777,Forestburgh,New York
12778,Smallwood,New York
12781,Summitville,New York
12785,Westbrookville,New York
12786,White Lake,New York
12790,Wurtsboro,New York
12801,Glens Falls,New York
12803,Moreau,New York
12803,South Glens Falls,New York
12804,East Lake George,New York
12804,Queensbury,New York
12804,West Glens Falls,New York
12812,Blue Mountain Lake,New York
12815,Brant Lake,New York
12815,Horicon,New York
12817,Chestertown,New York
12831,Northumberland,New York
12831,Wilton,New York
12833,Greenfield,New York
12835,Day,New York
12835,Hadley,New York
12837,Hampton,New York
12838,Hartford,New York
12839,Hudson Falls,New York
12842,Indian Lake,New York
12843,Johnsburg,New York
12844,Kattskill Bay,New York
12846,Lake Luzerne,New York
12847,Long Lake,New York
12850,Providence,New York
12851,Minerva,New York
12852,Newcomb,New York
12855,North Hudson,New York
12858,Ticonderoga,New York
12866,Saratoga Springs,New York
12871,Schuylerville,New York
12874,Silver Bay,New York
12878,Stony Creek,New York
12885,Thurman,New York
12886,Wevertown,New York
12887,Hampton,New York
12901,Beekmantown,New York
12911,Keeseville,New York
12912,Au Sable Forks,New York
12914,Bombay,New York
12916,Brushton,New York
12921,Chazy,New York
12926,Constable,New York
12928,Crown Point,New York
12932,Elizabethtown,New York
12933,Ellenburg,New York
12936,Essex,New York
12937,Fort Covington,New York
12939,Gabriels,New York
12941,Jay,New York
12942,Keene,New York
12946,Lake Placid,New York
12950,Lewis,Essex County
12952,Lyon Mountain,New York
12953,Duane,New York
12960,Moriah,New York
12962,Morrisonville,New York
12966,Bangor,New York
12972,Peru,New York
12974,Port Henry,New York
12978,Redford,New York
12979,Rouses Point,New York
12980,Santa Clara,New York
12981,Saranac,New York
12983,Harrietstown,New York
12983,Moira,New York
12983,Saranac Lake,New York
12985,Schuyler Falls,New York
12993,Westport,New York
12996,Willsboro,New York
12997,Wilmington,New York
13021,Auburn,New York
13021,Aurelius,New York
13021,Fleming,New York
13021,Owasco,New York
13021,Sennett,New York
13021,Throop,New York
13026,Ledyard,New York
13027,Baldwinsville,New York
13027,Lysander,New York
13027,Van Buren,New York
13029,Brewerton,New York
13030,Bridgeport,New York
13032,Canastota,New York
13034,Cayuga,New York
13035,Fenner,New York
13035,Nelson,New York
13036,Central Square,New York
13037,Chittenango,New York
13037,Sullivan,New York
13039,Cicero,New York
13040,Cincinnatus,New York
13040,Taylor,New York
13041,Clay,New York
13042,Cleveland,New York
13043,Lincoln,New York
13045,Cortland,New York
13045,Cortlandville,New York
13045,Munsons Corners,New York
13045,Virgil,New York
13054,Durhamville,New York
13056,Truxton,New York
13057,East Syracuse,New York
13064,Fair Haven,New York
13065,Fayette,New York
13066,Fayetteville,New York
13066,Mycenae,New York
13068,Freeville,New York
13069,Granby,New York
13069,Palermo,New York
13069,Volney,New York
13071,Genoa,New York
13072,Georgetown,New York
13076,Hastings,New York
13077,Scott,New York
13080,Jordan,New York
13083,Boylston,New York
13083,Lacona,New York
13084,LaFayette,New York
13088,Galeville,New York
13088,Liverpool,New York
13088,Salina,New York
13101,McGraw,New York
13110,Marietta,New York
13113,Meridian,New York
13116,Minoa,New York
13117,Montezuma,New York
13118,Sempronius,New York
13120,Nedrow,New York
13121,New Haven,New York
13126,Oswego,New York
13126,Scriba,New York
13132,Pennellville,New York
13134,Smithfield,New York
13135,Phoenix,New York
13135,Schroeppel,New York
13136,Pitcher,New York
13138,Pompey,New York
13140,Conquest,New York
13140,Port Byron,New York
13141,Preble,New York
13142,Pulaski,New York
13143,Red Creek,New York
13144,Richland,New York
13146,Savannah,New York
13147,Scipio,New York
13147,Venice,New York
13148,Tyre,New York
13156,Sterling,New York
13157,Sylvan Beach,New York
13158,Cuyler,New York
13159,Otisco,New York
13160,Springport,New York
13160,Union Springs,New York
13163,Wampsville,New York
13165,Junius,New York
13166,Brutus,New York
13166,Weedsport,New York
13167,West Monroe,New York
13207,Onondaga,New York
13208,Lyncourt,New York
13209,Geddes,New York
13209,Solvay,New York
13211,Mattydale,New York
13212,North Syracuse,New York
13214,DeWitt,New York
13219,Westvale,New York
13302,Altmar,New York
13303,Ava,New York
13304,Barneveld,New York
13308,Vienna,New York
13314,Brookfield,New York
13315,Burlington,New York
13315,Exeter,New York
13316,Florence,New York
13317,Ames,New York
13321,Clark Mills,New York
13322,Clayville,New York
13323,Clinton,Oneida County
13323,Kirkland,New York
13324,Cold Brook,New York
13324,Ohio,New York
13325,Constableville,New York
13325,West Turin,New York
13326,Cooperstown,New York
13329,Dolgeville,New York
13329,Manheim,New York
13332,Earlville,New York
13333,Springfield,New York
13334,Eaton,New York
13335,Edmeston,New York
13337,Otsego,New York
13338,Forestport,New York
13339,Fort Plain,New York
13339,Minden,New York
13340,Schuyler,New York
13345,Greig,New York
13348,Hartwick,New York
13354,Holland Patent,New York
13354,Steuben,New York
13357,Columbia,New York
13357,Ilion,New York
13360,Inlet,New York
13367,Harrisburg,New York
13367,Montague,New York
13367,Watson,New York
13368,Lyons Falls,New York
13403,Marcy,New York
13404,Martinsburg,New York
13406,Fairfield,New York
13406,Middleville,New York
13407,German Flatts,New York
13407,Mohawk,Herkimer County
13408,Morrisville,New York
13409,Munnsville,New York
13409,Stockbridge,New York
13410,Nelliston,New York
13411,Columbus,New York
13415,New Lisbon,New York
13417,New York Mills,New York
13421,Oneida,New York
13424,Oriskany,New York
13425,Augusta,New York
13425,Oriskany Falls,New York
13426,Orwell,New York
13428,Palatine Bridge,New York
13431,Russia,New York
13433,Leyden,New York
13433,Lyonsdale,New York
13433,Port Leyden,New York
13435,Prospect,New York
13437,Redfield,New York
13439,Richfield,New York
13439,Richfield Springs,New York
13440,Floyd,New York
13440,Lee,New York
13450,Roseboom,New York
13455,Sangerfield,New York
13456,Paris,New York
13459,Sharon Springs,New York
13461,Sherrill,New York
13470,Stratford,New York
13471,Annsville,New York
13471,Taberg,New York
13478,Verona,New York
13480,Waterville,New York
13488,Westford,New York
13491,West Winfield,New York
13492,Whitesboro,New York
13492,Whitestown,New York
13493,Williamstown,New York
13495,Yorkville,Oneida County
1349,Millers Falls,Massachusetts
1349,Turners Falls,Massachusetts
13500,Utica,New York
13502,Deerfield,New York
13601,Glen Park,New York
13602,Fort Drum,Jefferson County
13606,Adams Center,New York
13607,Alexandria Bay,New York
13616,Calcium,New York
13617,Crary Mills,New York
13617,Morley,New York
13619,Carthage,New York
13619,Champion,New York
13619,Herrings,New York
13619,West Carthage,New York
13620,Castorland,New York
13622,Chaumont,New York
13626,Copenhagen,New York
13631,Denmark,New York
13632,Depauville,New York
13634,Dexter,New York
13637,Evans Mills,New York
13637,Le Ray,New York
13637,Pamelia,New York
13638,Rutland,New York
13643,Great Bend,New York
13648,Diana,New York
13648,Harrisville,New York
13650,Henderson,New York
13654,Heuvelton,New York
13656,La Fargeville,New York
13659,Lorraine,New York
13659,Worth,New York
13661,Mannsville,New York
13665,Natural Bridge,New York
13666,Newton Falls,New York
13679,Redwood,New York
13682,Rodman,New York
13685,Hounsfield,New York
13685,Sackets Harbor,New York
13693,Three Mile Bay,New York
1370,Shelburne Falls,Massachusetts
13732,Apalachin,New York
13734,Barton,New York
13736,Berkshire,New York
13739,Kortright,New York
1373,South Deerfield,Massachusetts
13748,Conklin,New York
13750,Davenport,New York
13753,Meredith,New York
13754,Sanford,New York
13760,Endicott,New York
13760,Endwell,New York
13776,Butternuts,New York
13776,Gilbertsville,New York
13778,Coventry,New York
13778,Smithville,New York
13780,Guilford,New York
13782,Hamden,New York
13784,Harford,New York
13786,Harpersfield,New York
13787,Colesville,New York
13788,Hobart,New York
13790,Johnson City,New York
13795,Kirkwood,New York
13801,McDonough,New York
13802,Maine,New York
13803,Freetown,New York
13803,Lapeer,New York
13804,Masonville,New York
13814,North Norwich,New York
13820,Oneonta,New York
13820,West End,New York
13830,Oxford,New York
13830,Preston,New York
13832,Plymouth,New York
13833,Fenton,New York
13835,Richford,New York
13845,Tioga,New York
13850,Vestal,New York
13856,Colchester,New York
13862,Fishers Landing,New York
13862,Whitney Point,New York
13863,Willet,New York
13901,Northside,Binghamton
13901,Port Dickinson,New York
13903,Eastside,Binghamton
13905,Dickinson,Broome County
139,Binghamton,New York
14001,Akron,New York
14004,Town Line,New York
14006,Angola,New York
14012,Barker,Niagara County
14029,Centerville,New York
14032,Clarence Center,New York
14036,Corfu,New York
14036,Pembroke,New York
14041,Dayton,New York
14042,Delevan,New York
14043,Depew,New York
14052,East Aurora,New York
14060,Farmersville,New York
14061,Farnham,New York
14062,Forestville,New York
14063,Fredonia,New York
14065,Freedom,New York
14067,Gasport,New York
14070,Gowanda,New York
14092,Lewiston,New York
14094,Pendleton,New York
14098,Lyndonville,New York
14101,Machias,New York
14108,Newfane,New York
14110,North Boston,New York
14120,North Tonawanda,New York
14120,Wheatfield,New York
14126,Olcott,New York
14131,Ransomville,New York
14134,Sardinia,New York
14135,Sheridan,New York
14136,Silver Creek,New York
14138,South Dayton,New York
14141,Springville,New York
14143,Stafford,New York
14145,Sheldon,New York
14171,West Valley,New York
14172,Sunset Beach,New York
14172,Wilson,New York
14174,Youngstown,New York
14212,Sloan,New York
14217,Kenmore,New York
14218,Lackawanna,New York
14219,Blasdell,New York
14221,Williamsville,New York
14301,Niagara Falls,New York
1430,South Ashburnham,Massachusetts
1434,Devens,Massachusetts
1436,Baldwinville,Massachusetts
14418,Branchport,New York
14422,Byron,New York
14425,Farmington,New York
14429,Clarendon,New York
14432,Clifton Springs,New York
14433,Clyde,New York
14435,Conesus,New York
14437,Dansville,Livingston County
14441,Dresden,Yates County
14443,East Bloomfield,New York
14454,Geneseo,New York
14456,Geneva,New York
14461,Gorham,New York
14462,Groveland,New York
14469,Bloomfield,New York
14470,Holley,New York
14476,Kendall,New York
14505,Marion,New York
14507,Middlesex,New York
14519,Ontario,New York
14525,Pavilion,New York
14527,Penn Yan,New York
14541,Romulus,New York
14542,Rose,New York
14544,Rushville,New York
1454887,Tiro,Ohio
14548,Shortsville,New York
14549,Silver Lake,Wyoming County
14550,Silver Springs,New York
14555,Sodus Point,New York
14560,Springwater,New York
14564,Victor,New York
14568,Walworth,New York
14585,West Bloomfield,New York
14591,Wyoming,New York
14592,York,New York
14624,Gates Center,New York
1463,East Pepperell,Massachusetts
14701,Jamestown,New York
14711,Belfast,New York
14712,Bemus Point,New York
14716,Brocton,New York
14717,Caneadea,New York
14718,Cassadaga,New York
14719,Cattaraugus,New York
14720,Celoron,New York
14722,Chautauqua,New York
14724,Clymer,New York
14729,East Otto,New York
14730,East Randolph,New York
14732,Ellington,New York
14733,Falconer,New York
14738,Frewsburg,New York
14739,Friendship,New York
14740,Gerry,New York
14741,Great Valley,New York
14741,Humphrey,New York
14743,Ischua,New York
14744,Houghton,New York
14745,Hume,New York
14750,Lakewood,New York
14753,Limestone,New York
14757,Mayville,New York
14766,Otto,New York
14767,Panama,New York
14769,Portland,New York
14774,Richburg,New York
14775,Ripley,New York
14777,Rushford,New York
14782,Sinclairville,New York
14784,Stockton,New York
14788,Weston Mills,New York
14807,Arkport,New York
14813,Belmont,New York
14818,Burdett,New York
14819,Cameron,New York
14821,Campbell,New York
14822,Canaseraga,New York
14824,Cayuta,New York
14825,Chemung,New York
14837,Dundee,New York
14838,Erin,New York
14839,Greenwood,New York
14840,Hammondsport,New York
14841,Hector,New York
14843,Hornell,New York
14847,Interlaken,New York
14855,Jasper,New York
14858,Lindley,New York
14864,Millport,New York
14865,Montour Falls,New York
14867,Newfield,New York
14869,Odessa,New York
14870,Painted Post,New York
14871,Pine City,New York
14873,Prattsburgh,New York
14874,Pulteney,New York
14879,Savona,New York
14880,Scio,New York
14885,Troupsburg,New York
14886,Trumansburg,New York
14887,Tyrone,New York
14891,Watkins Glen,New York
14892,Waverly,Tioga County
14894,Wellsburg,New York
14898,Woodhull,New York
14903,Elmira Heights,New York
14,Hinsdale,New York
15001,Aliquippa,Pennsylvania
15003,Ambridge,Pennsylvania
15005,Baden,Pennsylvania
15005,Economy,Pennsylvania
15009,Beaver,Pennsylvania
15012,North Belle Vernon,Pennsylvania
15019,Bulger,Pennsylvania
15021,Paris,Pennsylvania
15026,Clinton,Pennsylvania
15026,Findlay Township,Allegheny County
15027,Conway,Pennsylvania
15030,Creighton,Pennsylvania
15042,Freedom,Pennsylvania
15043,Georgetown,Pennsylvania
15050,Hookstown,Pennsylvania
15052,Industry,Pennsylvania
15054,Langeloth,Pennsylvania
15059,Midland,Pennsylvania
15061,Monaca,Pennsylvania
15065,Natrona Heights,Pennsylvania
15065,Natrona,Pennsylvania
15066,New Brighton,Pennsylvania
15068,Lower Burrell,Pennsylvania
15074,Rochester,Pennsylvania
15077,Shippingport,Pennsylvania
15081,South Heights,Pennsylvania
15083,Sutersville,Pennsylvania
15085,Trafford,Pennsylvania
15086,Marshall Township,Allegheny County
15088,Elizabeth,Pennsylvania
15088,West Elizabeth,Pennsylvania
15089,West Newton,Pennsylvania
15090,Franklin Park,Pennsylvania
15090,McCandless,Pennsylvania
15090,Pine Township,Allegheny County
15131,White Oak,Pennsylvania
15136,Kennedy Township,Allegheny County
15136,Stowe Township,Allegheny County
15145,Wilkins Township,Allegheny County
15147,Penn Hills Township,Allegheny County
15147,Verona,Pennsylvania
1516,East Douglas,Massachusetts
1518,Fiskdale,Massachusetts
15208,Homewood,Pennsylvania
15216,Dormont,Pennsylvania
15218,Edgewood,Allegheny County
15221,Forest Hills,Pennsylvania
15323,Taylorstown,Pennsylvania
15330,Eighty Four,Pennsylvania
15349,Mount Morris,Pennsylvania
15360,Scenery Hill,Pennsylvania
15365,Taylorstown,Pennsylvania
15424,Confluence,Pennsylvania
15427,Daisytown,Pennsylvania
15428,Layton,Pennsylvania
15439,Gans,Pennsylvania
15451,Lake Lynn,Pennsylvania
15458,McClellandtown,Pennsylvania
15458,Ursina,Pennsylvania
15479,Smithton,Pennsylvania
15501,Somerset,Pennsylvania
15530,Berlin,Pennsylvania
15531,Boswell,Pennsylvania
15533,Breezewood,Pennsylvania
15537,Everett,Pennsylvania
15542,Garrett,Pennsylvania
15545,Hyndman,Pennsylvania
15547,Jennerstown,Pennsylvania
15550,Manns Choice,Pennsylvania
15553,New Baltimore,Pennsylvania
15554,New Paris,Pennsylvania
15557,Rockwood,Pennsylvania
15558,Salisbury,Pennsylvania
15559,Schellsburg,Pennsylvania
15563,Stoystown,Pennsylvania
15564,Wellersburg,Pennsylvania
15601,Greensburg,Pennsylvania
