Cripple Creek,Colorado,80813 
Corte,Haute Corse,20250 
Omaha,Nebraska,6802268101 
Peotone,Illinois,60468 
Columbia,Maryland,21044 
Westchester County,New York,105 
Leadville,Colorado,8042980461 
Aspen,Colorado,8161181612 
Tigard,Oregon,972239722497281 
Corvallis,Oregon,97330 
Salem,Oregon,9223372036854775807 
Central City,Colorado,80427 
Idaho Springs,Colorado,80452 
Marathon,Greece,19007 
Phoenix,Arizona,85001 
Amherst,Massachusetts,1002 
Lancaster,Ohio,43130 
Takoma Park,Maryland,20912 
Lexington,Kentucky,40502 
Oakland,Maryland,21550 
Oakland,California,94601 
Garrett Park,Maryland,20896 
Frederick,Maryland,21701 
Albuquerque,New Mexico,87101 
Albuquerque,New Mexico,871518715387154 
Albuquerque,New Mexico,871588717487176 
Albuquerque,New Mexico,871818718487185 
Albuquerque,New Mexico,8718787190 
Primera,Texas,78550 
Harlingen,Texas,78550 
Albany,New York,12201 
Fountain Valley,California,9270892728 
Fremont,California,94536 
Kensington,Maryland,20895 
Harpers Ferry,West Virginia,25425 
Gettysburg,Pennsylvania,17325 
Richmond,Virginia,2317323218 
Palo Alto,California,9223372036854775807 
San Jose,California,9223372036854775807 
Moscow,Idaho,83843 
Hartford,Connecticut,61 
Taos,New Mexico,87571 
New Haven,Connecticut,6501 
Fort Worth,Texas,76101 
Galveston,Texas,77550 
Belmont,New York,14813 
Crestone,Colorado,81131 
Houghton,Michigan,49931 
Schenectady,New York,12301 
Tierra Amarilla,New Mexico,87575 
Castle Rock,Colorado,801048010880109 
Tucson,Arizona,85701 
Charlotte,North Carolina,28201 
Flagstaff,Arizona,86001 
Tri Cities,Washington,9223372036854775807 
Richland,Washington,99352 
Dover,Delaware,19901 
Montgomery,Alabama,360 
Tallahassee,Florida,32300 
Topeka,Kansas,66601 
Springfield,Illinois,62701 
Jefferson City,Missouri,65101 
Frankfort,Kentucky,40601 
Bismarck,North Dakota,58501 
Annapolis,Maryland,21401 
Raleigh,North Carolina,276 
Baton Rouge,Louisiana,70821 
Trenton,New Jersey,8608 
Columbia,South Carolina,2920129203 
Pierre,South Dakota,57501 
Harrisburg,Pennsylvania,17101 
Charlotte Amalie,United States Virgin Islands,801 
Olympia,Washington,98500 
San Juan,Puerto Rico,901 
Charleston,West Virginia,25301 
Norfolk,Virginia,23501 
Brest,France,29200 
Miao,Changlang,792122 
Kitty Hawk,North Carolina,27949 
Sleepy Hollow,New York,10591 
Binghamton,New York,139 
Albany,California,947069470794710 
Richmond,California,9223372036854775807 
Show Low,Arizona,859018590285911 
Crystal River,Florida,344233442834429 
Golden,Colorado,80400 
Alamosa,Colorado,8110181102 
Jacksonville,Florida,3209932201 
Council Bluffs,Iowa,51501 
Dubuque,Iowa,52001 
Dixon,California,95620 
Fairfield,California,94533 
Winters,California,95694 
Vacaville,California,956879568895696 
Benicia,California,94510 
Fairfield,Ohio,45014 
Vallejo,California,9223372036854775807 
Charleston,South Carolina,9223372036854775807 
Aomori,Aomori,2201 
Nelson,New Zealand,701070117020 
Duluth,Minnesota,9223372036854775807 
Manilla,Iowa,51454 
Huntington Beach,California,926059261592646 
Cartagena,Colombia,130000 
St Albans,Queens,11412 
Plainfield,New Jersey,7060 
Wilkes Barre,Pennsylvania,18701 
Anamoose,North Dakota,58710 
Lodi,Lombardy,26900 
Hancock,Michigan,49930 
Thebes,Greece,32200 
Poland,Ohio,44514 
Salem,Illinois,62881 
Burlington,Vermont,5401 
Newark,New Jersey,7101 
Waltham,Massachusetts,2451 
Mol,Belgium,2400 
Athens,Ohio,45701 
SeaTac,Washington,9223372036854775807 
Hope,Arkansas,71801 
Santa Ana,California,92701 
Gladstone,Oregon,97027 
Chapel Hill,North Carolina,27514 
Oscoda,Michigan,48750 
Samara,Russia,443 
Zacatecas,Zacatecas,98000 
Guadalajara,Castile La Mancha,19001 
Bedford,Virginia,24523 
Newport,Rhode Island,2840 
Astorga,Spain,24700 
Ashland,Oregon,97520 
Palma,Majorca,70 
Beverly Hills,California,9223372036854775807 
Roanoke,Virginia,24001 
Casper,Wyoming,9223372036854775807 
Oregon City,Oregon,97045 
Lake Oswego,Oregon,97034 
Anaheim,California,92801 
Hopewell,Virginia,23860 
Bryn Mawr,Pennsylvania,19010 
Yakima,Washington,9223372036854775807 
North Platte,Nebraska,6910169103 
Calabasas,California,913019130291372 
Bronte,Sicily,95034 
Mineola,New York,11501 
Bridge City,Texas,77611 
Colusa County,California,95932 
Los Angeles County,California,90001 
Glendale,California,91201 
Latrobe,Pennsylvania,15650 
Santa Cruz,California,95060 
Van Nuys,Los Angeles,9223372036854775807 
Provo,Utah,84601 
Akron,Pennsylvania,17501 
Elizabethtown,Pennsylvania,17022 
Ephrata,Pennsylvania,17522 
Mount Joy,Pennsylvania,17552 
Lancaster,Pennsylvania,1757317601 
Vieques,Puerto Rico,765 
Caguas,Puerto Rico,7250072600727 
Brookfield,Connecticut,6804 
Upland,California,91784 
Ponce,Puerto Rico,9223372036854775807 
Orange,Vaucluse,84100 
Kent,Connecticut,675706785 
Savannah,Georgia,31401 
St Petersburg,Florida,33733 
Aguadilla,Puerto Rico,603006040060500736 
Cayey,Puerto Rico,73600737 
Cranford,New Jersey,7016 
Princeton,New Jersey,8540 
Roses,Girona,17480 
Denver,Pennsylvania,17517 
East Petersburg,Pennsylvania,17520 
Columbia,Pennsylvania,17512 
Neffsville,Pennsylvania,17601 
Intercourse,Pennsylvania,17534 
Marietta,Pennsylvania,17547 
Manheim,Pennsylvania,17545 
Millersville,Pennsylvania,17551 
New Holland,Pennsylvania,17557 
Lititz,Pennsylvania,17543 
Bird in Hand,Pennsylvania,17505 
Birmingham,Alabama,35201 
Utica,New York,13500 
Aubusson,Creuse,23200 
Calais,Maine,4619 
Van,West Virginia,25206 
Wellsburg,West Virginia,26070 
Centralia,West Virginia,26601 
Exchange,West Virginia,26619 
Kannapolis,North Carolina,28081 
Juneau,Alaska,99801 
Sitka,Alaska,99835 
Flint,Michigan,48501 
New London,Connecticut,6320 
Wyandotte,Michigan,4819248193 
Strasburg,Pennsylvania,17579 
Lawrenceville,New Jersey,8648 
Fraziers Bottom,West Virginia,25082 
Teays,West Virginia,25569 
Pliny,West Virginia,25082 
Sovetsk,Kirov Oblast,9223372036854775807 
Los Gatos,California,95030 
Sheboygan County,Wisconsin,9223372036854775807 
Santa Claus,Indiana,47579 
Winchester,Virginia,9223372036854775807 
Kennewick,Washington,993369933799338 
Waynesboro,Virginia,22980 
Williamsburg,Virginia,23185 
Radford,Virginia,24141 
Poquoson,Virginia,23662 
Petersburg,Virginia,23803 
Norton,Virginia,24273 
Martinsville,Virginia,24112 
Manassas Park,Virginia,20113 
Manassas,Virginia,20108 
Newport News,Virginia,23601 
Lexington,Virginia,24450 
Lynchburg,Virginia,9223372036854775807 
Harrisonburg,Virginia,22801 
Galax,Virginia,24333 
Franklin,Virginia,23851 
Fredericksburg,Virginia,22401 
Fairfax,Virginia,22030 
Covington,Virginia,24426 
Emporia,Virginia,23847 
Clifton Forge,Virginia,24422 
Colonial Heights,Virginia,23834 
Buena Vista,Virginia,24416 
Chesapeake,Virginia,23320 
Bristol,Virginia,24201 
Charlottesville,Virginia,22901 
Pinckney,Michigan,48169 
Springfield,Massachusetts,110101103 
Fresno,California,9365093701 
Pasadena,California,91101 
Lewes,Delaware,19958 
Tivoli,Lazio,19 
Tampa,Florida,33601 
Pineville,North Carolina,28134 
Huntington,West Virginia,25701 
San Lorenzo,Puerto Rico,754 
Yonkers,New York,9223372036854775807 
Portsmouth,New Hampshire,3801 
Long Beach,California,90745 
Sebastopol,California,95472 
Boulder,Colorado,80301 
Arlington,Texas,76000 
Ferndale,Michigan,48220 
Starke County,Indiana,9223372036854775807 
Pulaski County,Indiana,9223372036854775807 
Porter County,Indiana,46301 
Newton County,Indiana,9223372036854775807 
Lawrence County,Indiana,4726447420 
Lake County,Indiana,4630346307 
Jasper County,Indiana,9223372036854775807 
Cook County,Illinois,600 
Sedona,Arizona,86336 
Falaise,Calvados,14700 
Deva,Romania,330 
Aspen Hill,Maryland,208532090620916 
Rocky Mount,North Carolina,27801 
North Beach,San Francisco,9411194133 
Olney,Maryland,208302083220833 
Richmond,Indiana,47374 
Calumet,Michigan,4991349942 
Brookline,Massachusetts,2445024460244702720 
Christiana,Pennsylvania,17509 
College Park,Maryland,20740 
Stockton,California,95202 
Worcester,Massachusetts,1601 
Post Falls,Idaho,8385483877 
Billingsley,Alabama,36006 
Prattville,Alabama,36066 
Autaugaville,Alabama,36003 
Bay Minette,Alabama,36507 
Elberta,Alabama,36530 
Daphne,Alabama,36526 
Fairhope,Alabama,36532 
Foley,Alabama,36535 
Loxley,Alabama,36551 
Point Clear,Alabama,36564 
Orange Beach,Alabama,36561 
Gulf Shores,Alabama,3654236547 
Robertsdale,Alabama,3656736574 
Silverhill,Alabama,36576 
Summerdale,Alabama,36580 
Spanish Fort,Alabama,3652736577 
Selma,Alabama,36701 
Orlando,Florida,32801 
Blue Springs,Alabama,36017 
Clayton,Alabama,36016 
Clio,Alabama,36017 
Eufaula,Alabama,3602736072 
Louisville,Alabama,36048 
Brent,Alabama,35034 
Centreville,Alabama,35042 
Vance,Alabama,35490 
Allgood,Alabama,35013 
West Blocton,Alabama,35184 
Altoona,Alabama,35952 
Cleveland,Alabama,35049 
Blountsville,Alabama,35031 
Murray Hill,New Jersey,7974 
Garden City,Alabama,35070 
Hayden,Alabama,35079 
Locust Fork,Alabama,35097 
Highland Lake,Alabama,35121 
Rosa,Alabama,35121 
Oneonta,Alabama,35121 
Midway,Alabama,36053 
Warrior,Alabama,35180 
McKenzie,Alabama,36456 
Georgiana,Alabama,36033 
Greenville,Alabama,36037 
Union Springs,Alabama,36089 
Prestonsburg,Kentucky,41653 
Saratoga,Wyoming,82331 
Owensboro,Kentucky,42301 
Horse Cave,Kentucky,42749 
Evanston,Illinois,9223372036854775807 
Carbondale,Illinois,629016290262903 
Coraopolis,Pennsylvania,15108 
San Anselmo,California,9496094979 
Stevens Point,Wisconsin,5448154482 
Camden,New Jersey,8100 
Chattanooga,Tennessee,9223372036854775807 
Manhattan,Illinois,60442 
Culebra,Puerto Rico,775 
Encinitas,California,9200792023 
Alexandria,Alabama,36250 
Glencoe,Alabama,35905 
Bynum,Alabama,36253 
Anniston,Alabama,36201 
Oxford,Alabama,36203 
Ohatchee,Alabama,36271 
Jacksonville,Alabama,36265 
Southside,Alabama,35907 
Piedmont,Alabama,36272 
Weaver,Alabama,36277 
Five Points,Alabama,36855 
LaFayette,Alabama,36862 
Valley,Alabama,36854 
Cedar Bluff,Alabama,35959 
Gaylesville,Alabama,35973 
Collinsville,Alabama,35961 
Centre,Alabama,35960 
Leesburg,Alabama,35983 
Lanett,Alabama,36863 
Sand Rock,Alabama,35983 
Jemison,Alabama,35085 
Maplesville,Alabama,36750 
Clanton,Alabama,35045 
Pennington,Alabama,36916 
Lisman,Alabama,369063691036912 
Silas,Alabama,36919 
Gilbertown,Alabama,36908 
Toxey,Alabama,36921 
Butler,Alabama,36904 
Thorsby,Alabama,35171 
Needham,Alabama,36915 
Coffeeville,Alabama,36524 
Fulton,Alabama,36446 
Jackson,Alabama,365013651536545 
Grove Hill,Alabama,36451 
Thomasville,Alabama,3676236784 
Lineville,Alabama,36266 
Edwardsville,Alabama,36261 
Fruithurst,Alabama,36262 
Ashland,Alabama,36251 
Ranburne,Alabama,36273 
Elba,Alabama,36323 
Kinston,Alabama,36453 
New Brockton,Alabama,36351 
Enterprise,Alabama,36330 
Cherokee,Alabama,35616 
Leighton,Alabama,35646 
Heflin,Alabama,36264 
Muscle Shoals,Alabama,356603566135662 
Tuscumbia,Alabama,35674 
Sheffield,Alabama,35660 
Castleberry,Alabama,36432 
Repton,Alabama,3645436475 
Evergreen,Alabama,36401 
Rockford,Alabama,35136 
Goodwater,Alabama,35072 
Florala,Alabama,36442 
Libertyville,Alabama,36420 
Gantt,Alabama,36038 
Andalusia,Alabama,36420 
Red Level,Covington County,Alabama,36474 
Lockhart,Alabama,36455 
River Falls,Alabama,36476 
Opp,Alabama,36467 
Brantley,Alabama,36009 
Glenwood,Alabama,36034 
Dozier,Alabama,36028 
Petrey,Alabama,36062 
Luverne,Alabama,36049 
Rutledge,Alabama,36071 
Baileyton,Alabama,35019 
Arab,Alabama,35016 
Cullman,Alabama,35055 
Hanceville,Alabama,35077 
Holly Pond,Alabama,35083 
Daleville,Alabama,36322 
Level Plains,Alabama,36322 
Clayhatchee,Alabama,36322 
Midland City,Alabama,36350 
Ariton,Alabama,36311 
Newton,Alabama,36352 
Dothan,Alabama,36301 
Orrville,Alabama,36767 
Pinckard,Alabama,36371 
Ozark,Alabama,36360 
Fort Payne,Alabama,35967 
Crossville,Alabama,35962 
Geraldine,Alabama,35974 
Fyffe,Alabama,35971 
Henagar,Alabama,35978 
Hammondville,Alabama,35989 
Ider,Alabama,35981 
Shiloh,DeKalb County,Alabama,35986 
Rainsville,Alabama,35986 
Sylvania,Alabama,35988 
Valley Head,Alabama,35989 
Mentone,Alabama,35984 
Coosada,Alabama,36020 
Deatsville,Alabama,36022 
Eclectic,Alabama,36024 
Elmore,Alabama,36025 
East Brewton,Alabama,36426 
Wetumpka,Alabama,36092 
Flomaton,Alabama,36441 
Tallassee,Alabama,3604536078 
Pollard,Alabama,36441 
Atmore,Alabama,36502 
Attalla,Alabama,35954 
Brewton,Alabama,36426 
Hokes Bluff,Alabama,35903 
Boaz,Alabama,35957 
Reece City,Alabama,35954 
Rainbow City,Alabama,3590135906 
Ridgeville,Alabama,35954 
Walnut Grove,Alabama,35990 
Gadsden,Alabama,35901 
Sardis City,Alabama,35956 
Berry,Alabama,35546 
Hodges,Alabama,35571 
Fayette,Alabama,35555 
Phil Campbell,Alabama,35581 
Belk,Alabama,35545 
Winfield,Alabama,35594 
Glen Allen,Alabama,35559 
Vina,Alabama,35593 
Black,Alabama,36314 
Red Bay,Alabama,35582 
Russellville,Alabama,35653 
Coffee Springs,Alabama,36318 
Malvern,Alabama,36349 
Eunola,Alabama,36340 
Hartford,Alabama,36344 
Geneva,Alabama,36340 
Samson,Alabama,36477 
Taylor,Alabama,3630136305 
Slocomb,Alabama,36375 
Forkland,Alabama,36740 
Boligee,Alabama,35443 
Eutaw,Alabama,35462 
Akron,Alabama,35441 
Greensboro,Alabama,36744 
Newbern,Alabama,36765 
Moundville,Alabama,35474 
Abbeville,Alabama,36310 
Headland,Alabama,36345 
Newville,Alabama,36353 
Ashford,Alabama,36312 
Columbia,Alabama,36319 
Cottonwood,Alabama,36320 
Cowarts,Alabama,36321 
Gordon,Alabama,36343 
Madrid,Alabama,36320 
Rehobeth,Alabama,363013630336305 
Kinsey,Alabama,36303 
Webb,Alabama,36376 
Dutton,Alabama,35744 
Hollywood,Alabama,35752 
Bridgeport,Alabama,35740 
Langston,Alabama,35755 
Paint Rock,Alabama,35764 
Hytop,Alabama,35768 
Pisgah,Alabama,35765 
Section,Alabama,35771 
Stevenson,Alabama,35772 
Scottsboro,Alabama,35768 
Woodville,Alabama,35776 
Adamsville,Alabama,35005 
Brighton,Alabama,35020 
Brookside,Alabama,35036 
Cardiff,Alabama,35041 
Cahaba Heights,Vestavia Hills,35243 
Bessemer,Alabama,35020 
Center Point,Alabama,35215 
Clay,Alabama,35048 
Forestdale,Alabama,35214 
Concord,Alabama,35023 
Fairfield,Alabama,35064 
Grayson Valley,Alabama,35235 
Fultondale,Alabama,35068 
Gardendale,Alabama,35071 
Helena,Alabama,35080 
Irondale,Alabama,35210 
Homewood,Alabama,352093521935259 
Graysville,Alabama,35073 
Hoover,Alabama,9223372036854775807 
Kimberly,Alabama,35091 
Hueytown,Alabama,35022 
Maytown,Alabama,35118 
Leeds,Alabama,35094 
Midfield,Alabama,35228 
Minor,Alabama,35224 
Morris,Alabama,35116 
Mount Olive,Jefferson County,Alabama,35117 
North Johns,Alabama,35006 
Mulga,Alabama,35118 
Pinson,Alabama,351263512335215 
Pleasant Grove,Alabama,35127 
Mountain Brook,Alabama,3521335223 
Sumiton,Alabama,35148 
Tarrant,Alabama,35217 
Sylvan Springs,Alabama,35118 
Beaverton,Alabama,35544 
Trussville,Alabama,35173 
Vestavia Hills,Alabama,9223372036854775807 
Detroit,Alabama,35552 
Millport,Alabama,35576 
Kennedy,Alabama,35574 
Sulligent,Alabama,35586 
Vernon,Alabama,35592 
Anderson,Lauderdale County,Alabama,35610 
Lexington,Alabama,35648 
Rogersville,Alabama,35652 
Killen,Alabama,35645 
Hillsboro,Alabama,35643 
Courtland,Alabama,35618 
Waterloo,Alabama,35677 
Florence,Alabama,35630 
Town Creek,Alabama,35672 
Moulton,Alabama,35650 
Loachapoka,Alabama,36865 
Notasulga,Alabama,36866 
Smiths Station,Alabama,36877 
Auburn,Alabama,36830 
Opelika,Alabama,36801 
Elkmont,Alabama,35620 
Ardmore,Alabama,35739 
Phenix City,Alabama,36867 
Athens,Alabama,35611 
Decatur,Alabama,35600 
Madison,Alabama,35757 
Lester,Alabama,35647 
Mooresville,Alabama,35649 
Benton,Alabama,36785 
Fort Deposit,Alabama,36032 
Hayneville,Alabama,36040 
Lowndesboro,Alabama,36752 
Huntsville,Alabama,35801 
Harvest,Alabama,35749 
Shorter,Alabama,36075 
Gurley,Alabama,35748 
Tuskegee,Alabama,360833608736088 
Hazel Green,Alabama,35750 
Meridianville,Alabama,35759 
Owens Cross Roads,Alabama,35763 
New Hope,Alabama,35760 
Triana,Alabama,35758 
New Market,Alabama,35761 
Dayton,Alabama,36738 
Faunsdale,Alabama,36738 
Demopolis,Alabama,36732 
Sweet Water,Alabama,36782 
Linden,Alabama,36748 
Myrtlewood,Alabama,36763 
Thomaston,Alabama,36783 
Bear Creek,Alabama,35543 
Brilliant,Alabama,35548 
Guin,Alabama,35563 
Hackleburg,Alabama,35564 
Haleyville,Alabama,35565 
Douglas,Alabama,35964 
Hamilton,Alabama,35570 
Albertville,Alabama,35950 
Union Grove,Alabama,35175 
Grant,Alabama,35747 
Chickasaw,Alabama,3661136671 
Creola,Alabama,36525 
Guntersville,Alabama,35976 
Citronelle,Alabama,36522 
Bayou La Batre,Alabama,36509 
Grand Bay,Alabama,36541 
Mount Vernon,Alabama,36560 
Dauphin Island,Alabama,36528 
Prichard,Alabama,366103661236613 
Saraland,Alabama,36571 
Satsuma,Alabama,36572 
Beatrice,Alabama,36425 
Theodore,Alabama,365823659036619 
Excel,Alabama,36439 
Frisco City,Alabama,36445 
Vredenburgh,Alabama,36481 
Pike Road,Alabama,36064 
Monroeville,Alabama,36460 
Rochefort,Charente Maritime,17300 
Eva,Alabama,35621 
Falkville,Alabama,35622 
Hartselle,Alabama,35640 
Somerville,Alabama,35670 
Trinity,Alabama,35673 
Uniontown,Alabama,36786 
Carrollton,Alabama,35447 
Marion,Alabama,36756 
McMullen,Alabama,35442 
Ethelsville,Alabama,35461 
Gordo,Alabama,35466 
Aliceville,Alabama,35442 
Banks,Alabama,36005 
Reform,Alabama,35481 
Goshen,Alabama,36035 
Roanoke,Alabama,36274 
Wadley,Alabama,36276 
Rock Mills,Alabama,36274 
Wedowee,Alabama,36278 
Woodland,Alabama,36280 
Hurtsboro,Alabama,36860 
Brundidge,Alabama,36010 
Chelsea,Alabama,35043 
Troy,Alabama,360793608136082 
Childersburg,Alabama,35044 
Columbiana,Alabama,35051 
Alabaster,Alabama,3500735114 
Indian Springs Village,Alabama,35124 
Harpersville,Alabama,35078 
Montevallo,Alabama,35115 
Pelham,Alabama,35124 
Vincent,Alabama,35178 
Wilton,Alabama,35187 
Wilsonville,Alabama,35186 
Branchville,Alabama,35120 
Ashville,Alabama,35953 
Margaret,Alabama,35120 
Odenville,Alabama,35120 
Moody,Alabama,35004 
Riverside,Alabama,35135 
Leavenworth,Kansas,6604366048 
Steele,Alabama,35987 
Ragland,Alabama,35131 
Pell City,Alabama,351253512835054 
Springville,Alabama,35146 
Emelle,Alabama,35459 
Cuba,Alabama,36907 
Epes,Alabama,35460 
Geiger,Alabama,35459 
Livingston,Alabama,35470 
Gainesville,Alabama,35464 
York,Alabama,36925 
Bon Air,Alabama,35032 
Lincoln,Alabama,35096 
Munford,Alabama,36268 
Oak Grove,Alabama,35150 
Sylacauga,Alabama,35150 
Talladega,Alabama,35160 
Alexander City,Alabama,35010 
Jackson s Gap,Alabama,36861 
Daviston,Alabama,36256 
Dadeville,Alabama,36853 
Camp Hill,Alabama,36850 
Coaling,Alabama,3544935453 
Brookwood,Alabama,35444 
Holt,Alabama,35404 
Coker,Alabama,35452 
Northport,Alabama,354733547535476 
Carbon Hill,Alabama,35549 
Cordova,Alabama,35550 
Eldridge,Alabama,35554 
Kansas,Alabama,35573 
Jasper,Alabama,35501 
Nauvoo,Alabama,35578 
Oakman,Alabama,35579 
Sipsey,Alabama,35584 
Parrish,Alabama,35580 
McIntosh,Alabama,36553 
Oak Hill,Alabama,36766 
Millry,Alabama,36558 
Pine Hill,Alabama,36769 
Pine Apple,Alabama,36768 
Arley,Alabama,35540 
Camden,Alabama,36726 
Lynn,Alabama,35575 
Chatom,Alabama,36518 
Double Springs,Alabama,35553 
Tuscaloosa,Alabama,35401 
Addison,Alabama,35540 
Natural Bridge,Alabama,35577 
Akutan,Alaska,99553 
King Cove,Alaska,99612 
False Pass,Alaska,99583 
Atka,Alaska,99547 
Nikolski,Alaska,99638 
Cold Bay,Alaska,99571 
St George,Alaska,99591 
Sand Point,Alaska,99661 
Akiachak,Alaska,99551 
Adak,Alaska,99546 
St Paul,Alaska,99660 
Akiak,Alaska,99552 
Menlo Park,California,94025 
Aniak,Alaska,99557 
Unalaska,Alaska,99685 
Chefornak,Alaska,99561 
Bethel,Alaska,99559 
Goodnews Bay,Alaska,99589 
Crooked Creek,Alaska,99575 
Kasigluk,Alaska,99609 
Eek,Alaska,99578 
Kipnuk,Alaska,99614 
Kongiganak,Alaska,99545 
Kwigillingok,Alaska,99622 
Kwethluk,Alaska,99621 
Lower Kalskag,Alaska,99626 
Napakiak,Alaska,99634 
Newtok,Alaska,99559 
Napaskiak,Alaska,99559 
Nunapitchuk,Alaska,99641 
Platinum,Alaska,99651 
Mekoryuk,Alaska,99630 
Quinhagak,Alaska,99655 
Nightmute,Alaska,99690 
Red Devil,Alaska,99656 
Toksook Bay,Alaska,99637 
Tuluksak,Alaska,99679 
Tununak,Alaska,99681 
Tuntutuliak,Alaska,99680 
Upper Kalskag,Alaska,99607 
Naknek,Alaska,99633 
Sleetmute,Alaska,99668 
Anderson,Alaska,99744 
Cantwell,Alaska,99729 
South Naknek,Alaska,99670 
King Salmon,Alaska,99613 
Ekwok,Alaska,99580 
Dillingham,Alaska,99576 
Healy,Alaska,99743 
Aleknagik,Alaska,99555 
Manokotak,Alaska,99628 
New Stuyahok,Alaska,99636 
Togiak,Alaska,99678 
College,Alaska,99709 
Ester,Alaska,99725 
Fox,Alaska,99712 
Harding Birch Lakes,Alaska,99714 
Salcha,Alaska,99714 
Moose Creek,Alaska,99705 
Fairbanks,Alaska,9223372036854775807 
Pleasant Valley,Alaska,99712 
North Pole,Alaska,99705 
Two Rivers,Alaska,99716 
Anchor Point,Alaska,99556 
Haines,Alaska,99827 
Clam Gulch,Alaska,99568 
Beluga,Alaska,99695 
Cooper Landing,Alaska,99572 
Fritz Creek,Alaska,99603 
Halibut Cove,Alaska,99603 
Hope,Alaska,99605 
Kasilof,Alaska,99610 
Nikiski,Alaska,99635 
Moose Pass,Alaska,99631 
Nanwalek,Alaska,99603 
Ninilchik,Alaska,99639 
Nikolaevsk,Alaska,99556 
Port Graham,Alaska,99603 
Kenai,Alaska,9961199635 
Seldovia,Alaska,99663 
Tyonek,Alaska,99682 
Sterling,Alaska,99672 
Seward,Alaska,99664 
Soldotna,Alaska,99669 
Saxman,Alaska,99901 
Akhiok,Alaska,99615 
Ketchikan,Alaska,9990199950 
Larsen Bay,Alaska,99624 
Karluk,Alaska,99608 
Ouzinkie,Alaska,99644 
Old Harbor,Alaska,99643 
Port Lions,Alaska,99550 
Chignik Lagoon,Alaska,99565 
Chignik Lake,Alaska,99548 
Kodiak,Alaska,9961999697 
Egegik,Alaska,99579 
Iliamna,Alaska,9960699647 
Chignik,Alaska,9954899564 
Kokhanok,Alaska,99606 
Levelock,Alaska,99625 
Perryville,Alaska,99648 
Pedro Bay,Alaska,99647 
Pilot Point,Alaska,99649 
Port Heiden,Alaska,99549 
Nondalton,Alaska,99640 
Port Alsworth,Alaska,99653 
Big Lake,Alaska,99652 
Houston,Alaska,99694 
Chickaloon,Alaska,99674 
Trapper Creek,Alaska,99683 
Sutton Alpine,Alaska,99674 
Palmer,Alaska,99645 
Willow,Alaska,9968399688 
Skwentna,Alaska,99667 
Talkeetna,Alaska,99676 
Susitna North,Alaska,99688 
Diomede,Alaska,99762 
Koyuk,Alaska,99753 
Elim,Alaska,99739 
Brevig Mission,Alaska,99785 
Gambell,Alaska,99742 
Savoonga,Alaska,99769 
Shaktoolik,Alaska,99771 
St Michael,Alaska,99659 
Shishmaref,Alaska,99772 
Stebbins,Alaska,99671 
Teller,Alaska,99778 
Nome,Alaska,99762 
White Mountain,Alaska,99784 
Atqasuk,Alaska,99791 
Wales,Alaska,99783 
Anaktuvuk Pass,Alaska,99721 
Nuiqsut,Alaska,99789 
Kaktovik,Alaska,99747 
Unalakleet,Alaska,99684 
Point Lay,Alaska,99759 
Point Hope,Alaska,99766 
